node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY,GO:0050859,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_LEUKOCYTE_MIGRATION,GO:0050900,biological_process,GO:0008150,Immune System and Inflammation,Cell Adhesion and Interaction,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,GO:0051146,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus
GOBP_PROTEIN_HETEROTETRAMERIZATION,GO:0051290,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_PROTEIN_HETEROOLIGOMERIZATION,GO:0051291,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Structural Stabilization,Signal Transduction
GOBP_RESPONSE_TO_MINERALOCORTICOID,GO:0051385,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,Transcription and Translation Machinery,Lipid Metabolism
GOBP_CORTICOTROPIN_SECRETION,GO:0051458,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Protein Metabolism and Trafficking,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY,GO:0051490,biological_process,GO:0008150,Cell Adhesion and Interaction,Signal Transduction,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,System and Developmental Process
GOBP_ELASTIN_METABOLIC_PROCESS,GO:0051541,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,System and Developmental Process,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_HISTONE_H3_K4_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process,Response to Stimulus
GOBP_EXOCYST_LOCALIZATION,GO:0051601,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process
GOBP_HISTAMINE_TRANSPORT,GO:0051608,biological_process,GO:0008150,Molecular Transport and Homeostasis,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING,GO:0051694,biological_process,GO:0008150,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Cell Adhesion and Interaction,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION,GO:1905268,,,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,System and Developmental Process,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,Signal Transduction,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION,GO:1905523,biological_process,GO:0008150,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_COA_TRANSFERASE_ACTIVITY,,,,Lipid Metabolism,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_REGULATION_OF_LIPID_LOCALIZATION,GO:1905952,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,GO:1905954,,,Lipid Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_NEUTROPHIL_MIGRATION,GO:1990266,biological_process,GO:0008150,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_RESPONSE_TO_CHEMOKINE,GO:1990868,,,Immune System and Inflammation,Signal Transduction,Transcription and Translation Machinery,Cell Adhesion and Interaction,Response to Stimulus
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,GO:1990874,biological_process,GO:0008150,Cell Cycle,Structural Stabilization,System and Developmental Process,Response to Stimulus,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT,,,,DNA Repair,Cell Cycle,Signal Transduction,Response to Stimulus,Apoptosis
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT,GO:2000171,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Signal Transduction,Response to Stimulus,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,GO:2000342,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,Transcription and Translation Machinery
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION,GO:2000403,biological_process,GO:0008150,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION,GO:2000406,biological_process,GO:0008150,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY,,,,Signal Transduction,System and Developmental Process,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,GO:2000623,biological_process,GO:0008150,RNA Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Response to Stimulus
GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS,GO:2000644,,,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO:2000698,,,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION,GO:2000739,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Epigenetic Regulation,Structural Stabilization
GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_PROLIFERATION,GO:2000818,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Signal Transduction,Cell Cycle,Response to Stimulus
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR,GO:2000819,biological_process,GO:0008150,DNA Repair,Signal Transduction,Epigenetic Regulation,Response to Stimulus,Cell Cycle
GOBP_REGULATION_OF_HEART_MORPHOGENESIS,GO:2000826,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus
GOBP_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION,,,,Signal Transduction,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis,Immune System and Inflammation
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,GO:2001014,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Cycle,Epigenetic Regulation,Signal Transduction
GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSPORT,,,,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_VASCULOGENESIS,GO:2001214,biological_process,GO:0008150,System and Developmental Process,Signal Transduction,Cell Adhesion and Interaction,Immune System and Inflammation,Transcription and Translation Machinery
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,GO:2001239,biological_process,GO:0008150,Apoptosis,Signal Transduction,Response to Stimulus,System and Developmental Process,Cell Cycle
GOCC_NUCLEOSOME,GO:0000786,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,Structural Stabilization,Cell Cycle
GOCC_CORNIFIED_ENVELOPE,GO:0001533,cellular_component,GO:0005575,Structural Stabilization,System and Developmental Process,Lipid Metabolism,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics
GOCC_IMMUNOLOGICAL_SYNAPSE,GO:0001772,cellular_component,GO:0005575,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOCC_SECONDARY_LYSOSOME,GO:0005767,cellular_component,GO:0005575,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM,GO:0005790,cellular_component,GO:0005575,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOCC_GOLGI_LUMEN,GO:0005796,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_POLAR_MICROTUBULE,GO:0005827,cellular_component,GO:0005575,Cell Cycle,Structural Stabilization,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOCC_MRNA_CLEAVAGE_AND_POLYADENYLATION_SPECIFICITY_FACTOR_COMPLEX,GO:0005847,cellular_component,GO:0005575,RNA Metabolism,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_MUSCLE_MYOSIN_COMPLEX,GO:0005859,cellular_component,GO:0005575,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOCC_CYTOPLASMIC_DYNEIN_COMPLEX,GO:0005868,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Cell Cycle,Structural Stabilization
GOCC_CAVEOLA,GO:0005901,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Signal Transduction
GOCC_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX,,,,Mitochondrial Function and Metabolism,Lipid Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,System and Developmental Process
GOCC_CYCLIN_CDK_POSITIVE_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX,GO:0008024,cellular_component,GO:0005575,Transcription and Translation Machinery,Cell Cycle,Signal Transduction,RNA Metabolism,System and Developmental Process
GOCC_INTEGRIN_COMPLEX,GO:0008305,cellular_component,GO:0005575,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Signal Transduction,Immune System and Inflammation,Structural Stabilization
GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,GO:0009897,cellular_component,GO:0005575,Cell Adhesion and Interaction,Signal Transduction,Immune System and Inflammation,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_CELL_SURFACE,GO:0009986,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus
GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE,GO:0030140,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOCC_DYNEIN_COMPLEX,GO:0030286,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Structural Stabilization,Molecular Transport and Homeostasis,System and Developmental Process
GOCC_ENDOCYTIC_VESICLE_MEMBRANE,GO:0030666,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Lipid Metabolism,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE,GO:0030669,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_MEIOTIC_COHESIN_COMPLEX,GO:0030893,cellular_component,GO:0005575,Cell Cycle,Structural Stabilization,Protein Metabolism and Trafficking,System and Developmental Process,Epigenetic Regulation
GOCC_PLATELET_ALPHA_GRANULE,GO:0031091,cellular_component,GO:0005575,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Immune System and Inflammation,Response to Stimulus
GOCC_PLATELET_ALPHA_GRANULE_MEMBRANE,GO:0031092,cellular_component,GO:0005575,Immune System and Inflammation,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Molecular Transport and Homeostasis
GOCC_EXTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE,GO:0031314,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Structural Stabilization
GOCC_PCG_PROTEIN_COMPLEX,GO:0031519,cellular_component,GO:0005575,Epigenetic Regulation,Structural Stabilization,Transcription and Translation Machinery,System and Developmental Process,Protein Metabolism and Trafficking
GOCC_PROTEIN_LIPID_COMPLEX,GO:0032994,cellular_component,GO:0005575,Lipid Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX,GO:0033276,cellular_component,GO:0005575,Transcription and Translation Machinery,Epigenetic Regulation,Protein Metabolism and Trafficking,Signal Transduction,System and Developmental Process
GOCC_RDNA_HETEROCHROMATIN,GO:0033553,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,System and Developmental Process,Structural Stabilization
GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE,GO:0034385,,,Lipid Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus
GOCC_PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME,GO:0034388,cellular_component,GO:0005575,Transcription and Translation Machinery,RNA Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization
GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX,GO:0035097,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,System and Developmental Process,Response to Stimulus
GOCC_PRC1_COMPLEX,GO:0035102,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,System and Developmental Process,Cell Cycle,Structural Stabilization
GOCC_CHROMAFFIN_GRANULE_MEMBRANE,GO:0042584,cellular_component,GO:0005575,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Neurotransmission and Synaptic Regulation,System and Developmental Process,Molecular Transport and Homeostasis
GOCC_MHC_CLASS_II_PROTEIN_COMPLEX,GO:0042613,cellular_component,GO:0005575,Immune System and Inflammation,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Response to Stimulus
GOCC_CHYLOMICRON,GO:0042627,cellular_component,GO:0005575,Lipid Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX,GO:0042721,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX,GO:0043189,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Signal Transduction,System and Developmental Process
GOCC_MYELIN_SHEATH,GO:0043209,cellular_component,GO:0005575,Gliogenesis and Glial Differentiation,Lipid Metabolism,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,Structural Stabilization
GOCC_CONTRACTILE_FIBER,,,,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOCC_CELL_CELL_CONTACT_ZONE,GO:0044291,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,Cell Cycle,Signal Transduction,System and Developmental Process
GOCC_NSL_COMPLEX,GO:0044545,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Structural Stabilization,System and Developmental Process,Protein Metabolism and Trafficking
GOCC_MLL3_4_COMPLEX,GO:0044666,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process,Response to Stimulus
GOCC_PLASMA_MEMBRANE_RAFT,GO:0044853,cellular_component,GO:0005575,Signal Transduction,Lipid Metabolism,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOCC_APICAL_PART_OF_CELL,GO:0045177,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE,GO:0045334,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Protein Metabolism and Trafficking,Response to Stimulus
GOCC_H3_HISTONE_ACETYLTRANSFERASE_COMPLEX,GO:0070775,,,Epigenetic Regulation,Transcription and Translation Machinery,Chromatin Organization,Protein Metabolism and Trafficking,Signal Transduction
GOCC_MSL_COMPLEX,GO:0072487,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus
GOCC_FLEMMING_BODY,GO:0090543,cellular_component,GO:0005575,Cell Cycle,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Response to Stimulus
GOCC_PHAGOCYTIC_VESICLE_LUMEN,GO:0097013,cellular_component,GO:0005575,Immune System and Inflammation,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Structural Stabilization
GOCC_SPERM_MIDPIECE,GO:0097225,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOCC_SPERM_MITOCHONDRIAL_SHEATH,GO:0097226,cellular_component,GO:0005575,Mitochondrial Function and Metabolism,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction
GOCC_ASTROCYTE_END_FOOT,GO:0097450,cellular_component,GO:0005575,Cell Adhesion and Interaction,Gliogenesis and Glial Differentiation,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Molecular Transport and Homeostasis
GOCC_SIDE_OF_MEMBRANE,GO:0098552,cellular_component,GO:0005575,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION,GO:0098636,cellular_component,GO:0005575,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics,Signal Transduction
GOCC_SEROTONIN_RECEPTOR_COMPLEX,GO:0098665,,,Neurotransmission and Synaptic Regulation,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus,Protein Metabolism and Trafficking
GOCC_DOPAMINERGIC_SYNAPSE,GO:0098691,cellular_component,GO:0005575,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process
GOCC_MEMBRANE_MICRODOMAIN,GO:0098857,cellular_component,GO:0005575,Lipid Metabolism,Signal Transduction,Protein Metabolism and Trafficking,Structural Stabilization,System and Developmental Process
GOCC_SECRETORY_VESICLE,GO:0099503,cellular_component,GO:0005575,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOCC_ROD_PHOTORECEPTOR_OUTER_SEGMENT,GO:0120200,cellular_component,GO:0005575,Neurotransmission and Synaptic Regulation,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Cell Adhesion and Interaction
GOCC_BBAF_COMPLEX,GO:0140092,cellular_component,GO:0005575,Epigenetic Regulation,Neurodevelopment and Neuronal Differentiation,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process
GOCC_GBAF_COMPLEX,GO:0140288,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,DNA Repair,System and Developmental Process
GOCC_ACETYLTRANSFERASE_COMPLEX,GO:1902493,cellular_component,GO:0005575,Epigenetic Regulation,Protein Metabolism and Trafficking,Signal Transduction,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX,GO:1902562,cellular_component,GO:0005575,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Response to Stimulus,Structural Stabilization
GOCC_HFE_TRANSFERRIN_RECEPTOR_COMPLEX,GO:1990712,cellular_component,GO:0005575,Molecular Transport and Homeostasis,Signal Transduction,Immune System and Inflammation,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,GO:0000977,molecular_function,GO:0003674,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus,System and Developmental Process
GOMF_RNA_POLYMERASE_III_TYPE_3_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING,GO:0001006,molecular_function,GO:0003674,Transcription and Translation Machinery,DNA Repair,Signal Transduction,Epigenetic Regulation,Response to Stimulus
GOMF_RNA_POLYMERASE_II_INTRONIC_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,GO:0001162,molecular_function,GO:0003674,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOMF_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY,GO:0001217,molecular_function,GO:0003674,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus,System and Developmental Process
GOMF_COMPLEMENT_BINDING,GO:0001848,molecular_function,GO:0003674,Immune System and Inflammation,Protein Metabolism and Trafficking,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus
GOMF_NUCLEOSIDE_BINDING,GO:0001882,molecular_function,GO:0003674,Molecular Transport and Homeostasis,RNA Metabolism,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus
GOMF_FIBRONECTIN_BINDING,GO:0001968,molecular_function,GO:0003674,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,Structural Stabilization
GOMF_PROTEASE_BINDING,GO:0002020,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Signal Transduction,Apoptosis,Immune System and Inflammation,Response to Stimulus
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,GO:0003700,molecular_function,GO:0003674,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,System and Developmental Process,Response to Stimulus
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,GO:0003330,biological_process,GO:0008150,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,,,,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0003413,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,GO:0006022,,,Protein Metabolism and Trafficking,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,System and Developmental Process
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS,GO:0006029,biological_process,GO:0008150,Structural Stabilization,Protein Metabolism and Trafficking,Cell Adhesion and Interaction,Signal Transduction,System and Developmental Process
GOBP_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR,GO:0006283,biological_process,GO:0008150,DNA Repair,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus,Epigenetic Regulation
GOBP_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,GO:0006285,biological_process,GO:0008150,DNA Repair,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis,Signal Transduction
GOBP_DNA_MODIFICATION,GO:0006304,biological_process,GO:0008150,Epigenetic Regulation,DNA Repair,Transcription and Translation Machinery,Response to Stimulus,System and Developmental Process
GOBP_DNA_METHYLATION,,,,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,System and Developmental Process,Response to Stimulus
GOBP_CHROMATIN_ORGANIZATION,GO:0006325,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,Cell Cycle,System and Developmental Process
GOBP_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION,,,,Epigenetic Regulation,Chromatin Organization and Maintenance,DNA Modification and Methylation,Transcriptional Regulation,System and Developmental Process
GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GO:0006354,biological_process,GO:0008150,Transcription and Translation Machinery,RNA Metabolism,Epigenetic Regulation,Signal Transduction,System and Developmental Process
GOBP_MRNA_SPLICE_SITE_SELECTION,,,,RNA Metabolism,Transcription and Translation Machinery,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_MRNA_CLEAVAGE,,,,RNA Metabolism,Transcription and Translation Machinery,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_PROTEIN_SULFATION,,,,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Structural Stabilization,Signal Transduction
